iteration_num	sequential_player	serpentine_player	choice	sum	sd	spot	true_rank	rank	sum_rank	sd_rank	num_players
8	Player3	Player3	Pick #3	10.01	0.59	s20	19	4	4	3	Four players
8	Player4	Player4	Pick #4	9.95	0.58	s1	21.5	5	5	2	Four players
8	Player1	Player4	Pick #5	9.83	1.37	s24	22.5	6	7	8	Four players
8	Player2	Player3	Pick #6	9.13	1.48	s16	24.75	8	8	11	Four players
8	Player3	Player2	Pick #7	9.12	1.47	s5	29.5	11	11	10	Four players
8	Player4	Player1	Pick #8	8.65	1.51	s14	32	13	13	13	Four players
8	Player1	Player1	Pick #1	13.7	1.58	s8	6.5	1	1	16	Four players
8	Player2	Player2	Pick #2	11.58	1.94	s11	13.5	4	5	18	Four players
8	Player3	Player3	Pick #3	10.74	3.13	s22	14.5	6	7	24	Four players
8	Player4	Player4	Pick #4	11.31	0.1	s1	24	7	6	1	Four players
8	Player1	Player4	Pick #5	10.4	1.27	s6	26.5	8	10	12	Four players
