iteration_num	sequential_player	serpentine_player	choice	sum	sd	spot	true_rank	rank	sum_rank	sd_rank	num_players
8	Player1	Player1	Pick #1	11.96	2.07	s8	4	1	1	21	Four players
8	Player2	Player2	Pick #2	11.3	0.43	s23	15	3	2	3	Four players
8	Player3	Player3	Pick #3	11.08	0.79	s10	15.5	4	3	6	Four players
8	Player4	Player4	Pick #4	10.71	1.09	s1	17	5	5	11	Four players
8	Player1	Player4	Pick #5	9.86	2.26	s17	19.5	7	9	22	Four players
8	Player2	Player3	Pick #6	9.54	1.69	s5	26.5	10	11	16	Four players
8	Player3	Player2	Pick #7	9.3	0.36	s20	36	14	12	1	Four players
8	Player4	Player1	Pick #8	8.3	0.8	s13	41	17	16	7	Four players
8	Player1	Player1	Pick #1	11.65	1.65	s23	6.5	1	1	16	Four players
8	Player2	Player2	Pick #2	11.5	1.59	s14	10.75	2	2	13	Four players
8	Player3	Player3	Pick #3	11.38	0.51	s1	19.5	4	4	2	Four players
8	Player4	Player4	Pick #4	11.23	1.35	s17	19.5	5	6	10	Four players
8	Player1	Player4	Pick #5	11.26	0.45	s10	22	8	5	1	Four players
8	Player2	Player3	Pick #6	9.9	1	s8	29.5	11	10	6	Four players
8	Player3	Player2	Pick #7	9.35	1.09	s19	33	14	12	7	Four players
8	Player4	Player1	Pick #8	5.93	2.15	s5	43	20	20	19	Four players
8	Player1	Player1	Pick #1	12.42	1.76	s15	5.5	1	1	18	Four players
8	Player2	Player2	Pick #2	11.67	0.22	s12	15	3	2	3	Four players
8	Player3	Player3	Pick #3	10.4	1.23	s2	18.5	5	6	12	Four players
8	Player4	Player4	Pick #4	10.73	0.14	s10	22	7	5	1	Four players
8	Player1	Player4	Pick #5	10.23	1	s18	23.5	8	7	6	Four players
8	Player2	Player3	Pick #6	9.59	1.02	s8	29	11	10	7	Four players
8	Player3	Player2	Pick #7	6.99	2.06	s4	42.5	19	20	20	Four players
8	Player4	Player1	Pick #8	6.07	2.23	s20	44	20	21	21	Four players
8	Player1	Player1	Pick #1	13.11	1.7	s1	6.5	1	1	16	Four players
8	Player2	Player2	Pick #2	10.53	2	s17	13.25	2	5	20	Four players
8	Player3	Player3	Pick #3	10.86	1.52	s8	14	4	4	13	Four players
8	Player4	Player4	Pick #4	11.85	0.64	s12	15	5	2	3	Four players
8	Player1	Player4	Pick #5	10.31	1.76	s4	17.5	7	7	18	Four players
8	Player2	Player3	Pick #6	9.71	1.03	s20	29.5	10	10	6	Four players
8	Player3	Player2	Pick #7	9.44	1.13	s22	31.25	11	11	8	Four players
8	Player4	Player1	Pick #8	9.26	1.02	s24	36	16	13	5	Four players
8	Player1	Player1	Pick #1	12.98	1.56	s11	8.5	1	2	16	Four players
8	Player2	Player2	Pick #2	11.72	1.65	s4	8.5	2	3	20	Four players
8	Player3	Player3	Pick #3	10.71	1.62	s16	14	5	5	17	Four players
8	Player4	Player4	Pick #4	8.91	2.64	s9	20.5	7	10	24	Four players
8	Player1	Player4	Pick #5	8.99	0.74	s14	28	10	9	5	Four players
8	Player2	Player3	Pick #6	8.74	1.01	s18	31.5	11	11	8	Four players
8	Player3	Player2	Pick #7	8.28	1.26	s2	32	12	13	13	Four players
8	Player4	Player1	Pick #8	8.74	0.89	s20	32.5	13	11	6	Four players
8	Player1	Player1	Pick #1	13.02	1.55	s20	8	1	1	13	Four players
8	Player2	Player2	Pick #2	11.95	2.11	s2	10.5	3	4	20	Four players
8	Player3	Player3	Pick #3	12.84	0.66	s23	15	4	2	3	Four players
8	Player4	Player4	Pick #4	11.9	0.63	s13	21.5	7	5	2	Four players
8	Player1	Player4	Pick #5	10.96	1	s11	24	9	7	5	Four players
8	Player2	Player3	Pick #6	8.81	1.57	s9	35.5	15	15	14	Four players
8	Player3	Player2	Pick #7	7.84	1.77	s16	36	16	16	17	Four players
8	Player4	Player1	Pick #8	7.35	2.93	s18	39	17	19	23	Four players
8	Player1	Player1	Pick #1	13.77	1.6	s4	10	1	4	21	Four players
8	Player2	Player2	Pick #2	14.91	0.85	s21	14.25	3	2	6	Four players
8	Player3	Player3	Pick #3	11.99	0.96	s8	18	7	6	13	Four players
8	Player4	Player4	Pick #4	9.53	1.3	s19	29.75	11	13	19	Four players
8	Player1	Player4	Pick #5	9.53	1.3	s16	29.75	12	13	19	Four players
8	Player2	Player3	Pick #6	9.14	0.9	s23	38	15	15	9	Four players
8	Player3	Player2	Pick #7	6.45	2.04	s14	39.5	18	19	22	Four players
8	Player4	Player1	Pick #8	7.3	0.95	s10	42.5	19	18	12	Four players
8	Player1	Player1	Pick #1	12.14	1.6	s1	9.5	1	2	14	Four players
8	Player2	Player2	Pick #2	12.22	1.12	s5	10.5	2	1	8	Four players
8	Player3	Player3	Pick #3	11.22	2.16	s17	11	3	5	23	Four players
8	Player4	Player4	Pick #4	11.43	0.75	s12	17.5	5	3	2	Four players
8	Player1	Player4	Pick #5	10.47	1.07	s8	21	7	6	7	Four players
8	Player2	Player3	Pick #6	9.53	1.56	s3	28	11	11	13	Four players
8	Player3	Player2	Pick #7	8.87	1.74	s21	34	13	15	17	Four players
8	Player4	Player1	Pick #8	7.83	1.79	s24	37.5	16	17	18	Four players
8	Player1	Player1	Pick #1	14.4	1.62	s11	7	1	1	15	Four players
8	Player2	Player2	Pick #2	13.08	1.38	s22	10.5	3	2	12	Four players
8	Player3	Player3	Pick #3	12.63	0.62	s20	20.75	6	5	3	Four players
8	Player4	Player4	Pick #4	10.89	1	s6	30	10	10	5	Four players
8	Player1	Player4	Pick #5	9.68	1.22	s4	33	12	13	11	Four players
8	Player2	Player3	Pick #6	10.42	0.5	s13	34	13	11	1	Four players
8	Player3	Player2	Pick #7	9.57	1.13	s1	37	14	14	7	Four players
8	Player4	Player1	Pick #8	7.05	2.71	s17	41	17	20	23	Four players
8	Player1	Player1	Pick #1	13.96	1.61	s17	6.5	1	1	16	Four players
8	Player2	Player2	Pick #2	11.17	2.34	s1	8.5	3	4	24	Four players
8	Player3	Player3	Pick #3	10.99	2.24	s9	12	4	5	21	Four players
8	Player4	Player4	Pick #4	11.42	0.9	s15	15	5	3	7	Four players
8	Player1	Player4	Pick #5	10.83	1.33	s13	24.5	9	9	12	Four players
8	Player2	Player3	Pick #6	8.58	1.72	s23	34	13	15	17	Four players
8	Player3	Player2	Pick #7	9.58	0.52	s6	38	14	13	1	Four players
8	Player4	Player1	Pick #8	8.53	0.92	s11	40.5	16	16	8	Four players
8	Player1	Player1	Pick #1	12.28	0.62	s16	13	1	1	3	Four players
8	Player2	Player2	Pick #2	10.97	0.76	s24	13.25	3	2	8	Four players
8	Player3	Player3	Pick #3	9.97	1.09	s14	16.5	5	6	16	Four players
8	Player4	Player4	Pick #4	9.65	1.23	s20	19.5	7	8	18	Four players
8	Player1	Player4	Pick #5	9.2	1	s12	27.75	10	11	13	Four players
8	Player2	Player3	Pick #6	9.56	0.17	s18	30	12	9	1	Four players
8	Player3	Player2	Pick #7	8.71	0.75	s4	35	13	13	7	Four players
8	Player4	Player1	Pick #8	7.66	1.78	s22	36.75	14	17	21	Four players
8	Player1	Player1	Pick #1	14.14	1.42	s9	12	1	3	13	Four players
8	Player2	Player2	Pick #2	15.13	0.52	s7	15	4	2	3	Four players
8	Player3	Player3	Pick #3	12.62	0.57	s15	21.25	7	5	4	Four players
8	Player4	Player4	Pick #4	9.13	1.78	s13	22.5	10	9	16	Four players
8	Player1	Player4	Pick #5	8.54	1.73	s5	27	11	11	15	Four players
8	Player2	Player3	Pick #6	8.42	1.79	s17	28	12	12	17	Four players
8	Player3	Player2	Pick #7	8.19	1.53	s11	31.5	14	13	14	Four players
8	Player4	Player1	Pick #8	6.62	2.94	s21	37.5	17	18	24	Four players
8	Player1	Player1	Pick #1	13.56	1.52	s12	11	1	2	11	Four players
8	Player2	Player2	Pick #2	13.92	1.03	s18	12.5	2	1	4	Four players
8	Player3	Player3	Pick #3	12.59	1.07	s15	16	4	3	5	Four players
8	Player4	Player4	Pick #4	11.45	1.4	s9	21.5	9	7	10	Four players
8	Player1	Player4	Pick #5	8.11	2.67	s2	33.5	14	16	22	Four players
8	Player2	Player3	Pick #6	8.04	2.41	s5	36.5	16	17	20	Four players
8	Player3	Player2	Pick #7	7.43	2.97	s20	41	18	20	23	Four players
8	Player4	Player1	Pick #8	7.97	0.73	s7	50	22	19	1	Four players
8	Player1	Player1	Pick #1	13.6	1.03	s5	9.5	1	1	10	Four players
8	Player2	Player2	Pick #2	12.82	0.85	s15	12.5	2	2	8	Four players
8	Player3	Player3	Pick #3	11.98	1.3	s21	13.5	4	4	14	Four players
8	Player4	Player4	Pick #4	11.7	1.13	s23	17.5	6	5	12	Four players
8	Player1	Player4	Pick #5	11.7	0.14	s10	22.5	7	5	2	Four players
8	Player2	Player3	Pick #6	10.67	0.42	s8	34	14	12	5	Four players
8	Player3	Player2	Pick #7	9.28	2.17	s3	36.5	16	17	20	Four players
8	Player4	Player1	Pick #8	6.45	1.87	s17	43	19	20	19	Four players
8	Player1	Player1	Pick #1	11.43	1.62	s10	9	1	3	19	Four players
8	Player2	Player2	Pick #2	14.29	1.08	s8	9.5	2	1	10	Four players
8	Player3	Player3	Pick #3	11.29	1.59	s2	11.5	3	4	18	Four players
8	Player4	Player4	Pick #4	10.91	0.87	s19	21	7	5	3	Four players
8	Player1	Player4	Pick #5	9.42	1.05	s23	32.5	11	12	8	Four players
8	Player2	Player3	Pick #6	9.57	0.54	s17	34	12	11	1	Four players
8	Player3	Player2	Pick #7	9.4	1.06	s13	34	13	13	9	Four players
8	Player4	Player1	Pick #8	9.31	1.01	s21	38.75	17	14	5	Four players
8	Player1	Player1	Pick #1	12.81	2.77	s17	3.5	1	1	22	Four players
8	Player2	Player2	Pick #2	12.56	1.2	s21	14.25	2	2	6	Four players
8	Player3	Player3	Pick #3	12.54	1.54	s8	14.75	4	4	13	Four players
8	Player4	Player4	Pick #4	9.79	2.85	s1	19	6	9	23	Four players
8	Player1	Player4	Pick #5	11.13	0.46	s23	28	9	8	1	Four players
8	Player2	Player3	Pick #6	9.45	1.17	s14	30.5	11	10	4	Four players
8	Player3	Player2	Pick #7	9.18	0.7	s10	35.5	14	12	2	Four players
8	Player4	Player1	Pick #8	8.54	0.87	s5	39	17	14	3	Four players
8	Player1	Player1	Pick #1	14.48	1.62	s14	6.5	1	1	16	Four players
8	Player2	Player2	Pick #2	11.32	1.94	s24	13	4	5	19	Four players
8	Player3	Player3	Pick #3	11.8	1.58	s16	14	5	4	13	Four players
8	Player4	Player4	Pick #4	10.04	3.26	s11	16.5	6	8	24	Four players
8	Player1	Player4	Pick #5	11.24	0.54	s3	21.5	8	6	6	Four players
8	Player2	Player3	Pick #6	9.26	0.24	s21	36.75	14	12	1	Four players
8	Player3	Player2	Pick #7	8.71	0.5	s5	44	17	17	5	Four players
8	Player4	Player1	Pick #8	8.64	1.3	s18	45	18	19	11	Four players
8	Player1	Player1	Pick #1	14.45	1.21	s20	11.25	1	2	10	Four players
8	Player2	Player2	Pick #2	14.53	0.85	s18	12	2	1	5	Four players
8	Player3	Player3	Pick #3	13.13	1.67	s6	16.5	5	6	16	Four players
8	Player4	Player4	Pick #4	13.65	1	s22	19	6	5	7	Four players
8	Player1	Player4	Pick #5	12.54	1.57	s4	19.5	7	7	14	Four players
8	Player2	Player3	Pick #6	10.56	1.76	s12	31.5	14	14	18	Four players
8	Player3	Player2	Pick #7	9.27	1.79	s2	37	15	17	19	Four players
8	Player4	Player1	Pick #8	9.87	0.82	s24	40.5	17	15	4	Four players
8	Player1	Player1	Pick #1	12.8	1.33	s15	11	1	2	11	Four players
8	Player2	Player2	Pick #2	13.23	0.88	s10	11.5	2	1	6	Four players
8	Player3	Player3	Pick #3	12.09	1.57	s23	13.5	4	5	18	Four players
8	Player4	Player4	Pick #4	12.49	0.57	s18	17.5	6	3	2	Four players
8	Player1	Player4	Pick #5	11.54	0.92	s20	21	7	6	7	Four players
8	Player2	Player3	Pick #6	9.16	2.42	s13	34	14	16	23	Four players
8	Player3	Player2	Pick #7	9.16	1.22	s4	40.5	17	16	10	Four players
8	Player4	Player1	Pick #8	8.42	1.48	s2	43.5	19	19	14	Four players
8	Player1	Player1	Pick #1	12.32	0.51	s16	13.5	1	1	2	Four players
8	Player2	Player2	Pick #2	10.62	1.52	s6	14.5	3	4	12	Four players
8	Player3	Player3	Pick #3	11.12	0.74	s14	15	4	3	7	Four players
8	Player4	Player4	Pick #4	9.55	1.91	s11	17.5	6	7	18	Four players
8	Player1	Player4	Pick #5	9.23	1.85	s9	23.75	9	9	15	Four players
8	Player2	Player3	Pick #6	8.91	2.4	s2	26	11	12	21	Four players
8	Player3	Player2	Pick #7	6.75	1.96	s24	38.5	16	18	20	Four players
8	Player4	Player1	Pick #8	6.58	1.37	s18	46	19	19	11	Four players
8	Player1	Player1	Pick #1	13.39	0.98	s1	8	1	1	13	Four players
8	Player2	Player2	Pick #2	12.99	0.85	s7	11	2	2	11	Four players
8	Player3	Player3	Pick #3	11.39	0.69	s17	17.5	5	5	10	Four players
8	Player4	Player4	Pick #4	11.43	0.38	s5	19.5	6	4	2	Four players
8	Player1	Player4	Pick #5	10.68	1.14	s20	21.75	7	8	15	Four players
8	Player2	Player3	Pick #6	8.96	1.06	s22	33.5	13	13	14	Four players
8	Player3	Player2	Pick #7	8.96	0.67	s15	36.75	14	13	7	Four players
8	Player4	Player1	Pick #8	8.59	0.57	s12	42	19	16	5	Four players
8	Player1	Player1	Pick #1	13.44	1.35	s12	8	1	1	13	Four players
8	Player2	Player2	Pick #2	12.31	1.6	s1	11	3	3	15	Four players
8	Player3	Player3	Pick #3	10.1	2.38	s14	18	5	8	21	Four players
8	Player4	Player4	Pick #4	12.09	0.18	s10	20	7	4	1	Four players
8	Player1	Player4	Pick #5	9.65	2.53	s24	20.5	8	10	24	Four players
8	Player2	Player3	Pick #6	9.4	2.16	s17	27.5	11	12	18	Four players
8	Player3	Player2	Pick #7	9.46	0.83	s6	32	12	11	5	Four players
8	Player4	Player1	Pick #8	9.31	1.02	s22	33.5	13	13	10	Four players
8	Player1	Player1	Pick #1	12.83	1.36	s1	9	1	1	11	Four players
8	Player2	Player2	Pick #2	12.55	2.04	s12	9.5	2	3	18	Four players
8	Player3	Player3	Pick #3	12.82	1.37	s17	10.5	3	2	12	Four players
8	Player4	Player4	Pick #4	11.19	2.25	s15	14.75	5	6	21	Four players
8	Player1	Player4	Pick #5	9.11	1.52	s5	27.5	11	11	14	Four players
8	Player2	Player3	Pick #6	9.05	0.85	s10	34	12	12	5	Four players
8	Player3	Player2	Pick #7	8.14	1.88	s7	34.5	13	15	16	Four players
8	Player4	Player1	Pick #8	8.22	0.82	s19	38.5	16	14	4	Four players
8	Player1	Player1	Pick #1	11.23	1.95	s12	7.5	1	2	18	Four players
8	Player2	Player2	Pick #2	10.85	1.92	s24	11	3	3	17	Four players
8	Player3	Player3	Pick #3	10.85	2.15	s8	12	4	5	21	Four players
8	Player4	Player4	Pick #4	10.85	0.73	s20	18.5	5	3	2	Four players
8	Player1	Player4	Pick #5	10.67	1.52	s2	19	7	6	11	Four players
8	Player2	Player3	Pick #6	10.31	2.13	s14	20.5	8	9	20	Four players
8	Player3	Player2	Pick #7	10.65	1.41	s4	21.5	9	7	10	Four players
8	Player4	Player1	Pick #8	9.41	0.41	s10	38	15	13	1	Four players
8	Player1	Player1	Pick #1	12.33	1.58	s15	8	1	2	17	Four players
8	Player2	Player2	Pick #2	14.97	1.06	s12	8.5	2	1	12	Four players
8	Player3	Player3	Pick #3	12	0.98	s5	14.5	6	3	10	Four players
8	Player4	Player4	Pick #4	10.39	1.08	s21	24	10	9	13	Four players
8	Player1	Player4	Pick #5	9.81	0.57	s7	33	13	12	7	Four players
8	Player2	Player3	Pick #6	9.38	0.15	s17	39.5	16	14	2	Four players
8	Player3	Player2	Pick #7	9	1.16	s3	39.5	17	17	14	Four players
8	Player4	Player1	Pick #8	8.72	1.7	s9	41.5	18	19	18	Four players
8	Player1	Player1	Pick #1	12.68	0.36	s6	12.5	1	1	4	Four players
8	Player2	Player2	Pick #2	12.65	0.37	s1	14	2	2	5	Four players
8	Player3	Player3	Pick #3	12.14	0.1	s17	19.5	3	3	1	Four players
8	Player4	Player4	Pick #4	11.68	0.76	s3	20.75	7	6	9	Four players
8	Player1	Player4	Pick #5	10.11	1.11	s8	28.5	13	11	12	Four players
8	Player2	Player3	Pick #6	9.58	2.56	s10	29	14	14	23	Four players
8	Player3	Player2	Pick #7	9.14	1.7	s19	34.5	16	16	20	Four players
8	Player4	Player1	Pick #8	9.42	0.89	s15	37	17	15	11	Four players
8	Player1	Player1	Pick #1	14.63	1.19	s23	8	1	1	13	Four players
8	Player2	Player2	Pick #2	11.42	1.49	s10	12.5	3	4	16	Four players
8	Player3	Player3	Pick #3	11.55	0.33	s1	16.5	6	3	4	Four players
8	Player4	Player4	Pick #4	10.63	0.08	s19	30	10	9	1	Four players
8	Player1	Player4	Pick #5	9.13	2.84	s14	31.25	12	14	20	Four players
8	Player2	Player3	Pick #6	9.41	1	s8	32	14	12	9	Four players
8	Player3	Player2	Pick #7	9.28	0.87	s17	34.5	15	13	8	Four players
8	Player4	Player1	Pick #8	9.01	0.73	s5	41	17	16	7	Four players
8	Player1	Player1	Pick #1	13	0.81	s7	11	1	1	7	Four players
8	Player2	Player2	Pick #2	11.55	1.3	s24	13.5	2	4	14	Four players
8	Player3	Player3	Pick #3	12	0.81	s22	15.5	4	3	6	Four players
8	Player4	Player4	Pick #4	11.49	0.52	s10	22.25	8	5	2	Four players
8	Player1	Player4	Pick #5	9.82	1.51	s5	23	9	10	19	Four players
8	Player2	Player3	Pick #6	9.09	1.64	s20	28.5	12	13	20	Four players
8	Player3	Player2	Pick #7	9.3	0.98	s17	32.5	13	12	8	Four players
8	Player4	Player1	Pick #8	8.39	1.24	s1	38	16	16	13	Four players
8	Player1	Player1	Pick #1	11.94	1.73	s24	9	1	2	15	Four players
8	Player2	Player2	Pick #2	12.69	0.51	s8	12	2	1	5	Four players
8	Player3	Player3	Pick #3	10.56	2.19	s14	13	4	5	19	Four players
8	Player4	Player4	Pick #4	10.27	1.22	s6	19.25	6	6	12	Four players
8	Player1	Player4	Pick #5	9.86	0.7	s17	28.25	9	9	6	Four players
8	Player2	Player3	Pick #6	9.08	1.57	s4	33.5	12	14	14	Four players
8	Player3	Player2	Pick #7	9.37	0.35	s1	35.5	14	12	2	Four players
8	Player4	Player1	Pick #8	8.96	0.5	s20	41.5	18	15	4	Four players
8	Player1	Player1	Pick #1	12.19	1.78	s13	7	1	2	19	Four players
8	Player2	Player2	Pick #2	10.86	1.48	s5	12	3	3	13	Four players
8	Player3	Player3	Pick #3	10.18	3.11	s11	12.5	4	6	24	Four players
8	Player4	Player4	Pick #4	9.86	2.05	s7	16	5	7	21	Four players
8	Player1	Player4	Pick #5	10.24	0.71	s1	16.5	6	4	8	Four players
8	Player2	Player3	Pick #6	9.58	0.95	s16	24	9	8	9	Four players
8	Player3	Player2	Pick #7	8.8	1.14	s23	28	11	10	11	Four players
8	Player4	Player1	Pick #8	8.07	1.59	s9	35.5	15	15	14	Four players
8	Player1	Player1	Pick #1	12.42	1.33	s18	8	1	1	15	Four players
8	Player2	Player2	Pick #2	11.42	1.84	s24	12	2	4	17	Four players
8	Player3	Player3	Pick #3	12.42	0.33	s13	14.5	5	1	2	Four players
8	Player4	Player4	Pick #4	10.55	0.86	s2	23	8	7	7	Four players
8	Player1	Player4	Pick #5	9.9	0.94	s11	28	9	10	9	Four players
8	Player2	Player3	Pick #6	8.1	2.43	s16	34.5	14	17	24	Four players
8	Player3	Player2	Pick #7	8.83	1.13	s6	38.5	16	16	12	Four players
8	Player4	Player1	Pick #8	9.45	0.93	s9	38.5	17	15	8	Four players
8	Player1	Player1	Pick #1	13.94	2.02	s10	11	1	3	15	Four players
8	Player2	Player2	Pick #2	14.96	0.59	s23	13.5	3	1	2	Four players
8	Player3	Player3	Pick #3	11.96	1.17	s13	16	4	4	9	Four players
8	Player4	Player4	Pick #4	10.31	3.34	s8	17	6	8	23	Four players
8	Player1	Player4	Pick #5	8.86	1.58	s2	28.5	11	11	12	Four players
8	Player2	Player3	Pick #6	7.86	2.68	s19	29	12	13	19	Four players
8	Player3	Player2	Pick #7	7.96	2.01	s15	29.5	13	12	14	Four players
8	Player4	Player1	Pick #8	7.77	2.06	s4	35.5	15	15	16	Four players
8	Player1	Player1	Pick #1	11.7	1.83	s14	10.5	1	4	20	Four players
8	Player2	Player2	Pick #2	15.62	1.13	s17	11.75	2	1	7	Four players
8	Player3	Player3	Pick #3	10.7	1.57	s24	17.5	4	6	14	Four players
8	Player4	Player4	Pick #4	11.25	0.55	s6	21.5	6	5	2	Four players
8	Player1	Player4	Pick #5	9.28	1.71	s12	24.5	9	10	16	Four players
8	Player2	Player3	Pick #6	8.61	2.62	s1	29	12	14	23	Four players
8	Player3	Player2	Pick #7	9.24	1.13	s8	33.5	13	11	6	Four players
8	Player4	Player1	Pick #8	8.24	0.64	s4	43.5	18	16	4	Four players
8	Player1	Player1	Pick #1	12.23	1.87	s8	5.5	1	2	22	Four players
8	Player2	Player2	Pick #2	10.59	1.47	s1	14	3	4	13	Four players
8	Player3	Player3	Pick #3	11.39	0.98	s10	15	4	3	7	Four players
8	Player4	Player4	Pick #4	10.56	1.03	s5	18.5	5	5	8	Four players
8	Player1	Player4	Pick #5	10.13	1.62	s17	19.25	7	7	16	Four players
8	Player2	Player3	Pick #6	8.74	1.95	s23	26.5	10	13	24	Four players
8	Player3	Player2	Pick #7	8.15	0.84	s15	40	15	15	5	Four players
8	Player4	Player1	Pick #8	7.56	0.28	s3	44.25	16	16	2	Four players
8	Player1	Player1	Pick #1	13.21	0.55	s15	13.25	1	1	4	Four players
8	Player2	Player2	Pick #2	9.72	2.21	s23	17.5	4	8	22	Four players
8	Player3	Player3	Pick #3	10.82	0.22	s17	19	5	4	3	Four players
8	Player4	Player4	Pick #4	10.41	1.54	s10	20	7	7	13	Four players
8	Player1	Player4	Pick #5	10.69	0.18	s1	24	10	6	1	Four players
8	Player2	Player3	Pick #6	9.1	2.1	s13	27	12	12	19	Four players
8	Player3	Player2	Pick #7	9	1.52	s5	32.5	13	13	12	Four players
8	Player4	Player1	Pick #8	8.13	1.75	s19	37	15	16	15	Four players
8	Player1	Player1	Pick #1	11.75	1.79	s16	6	1	1	17	Four players
8	Player2	Player2	Pick #2	11.32	1.02	s8	16	3	3	5	Four players
8	Player3	Player3	Pick #3	10.7	1.41	s12	17.5	4	5	10	Four players
8	Player4	Player4	Pick #4	10.52	0.74	s10	23	7	6	3	Four players
8	Player1	Player4	Pick #5	10.12	0.62	s1	31.5	11	10	2	Four players
8	Player2	Player3	Pick #6	9.71	1.36	s22	32	12	12	9	Four players
8	Player3	Player2	Pick #7	9.31	1.5	s24	35	13	14	11	Four players
8	Player4	Player1	Pick #8	9.11	1.52	s14	36	14	15	13	Four players
8	Player1	Player1	Pick #1	12.26	1.25	s3	9.5	1	1	10	Four players
8	Player2	Player2	Pick #2	11.56	1.53	s1	10.75	2	3	17	Four players
8	Player3	Player3	Pick #3	9.42	2.17	s19	19.5	6	9	22	Four players
8	Player4	Player4	Pick #4	10.78	1.06	s10	20	7	6	9	Four players
8	Player1	Player4	Pick #5	10.07	1.03	s8	22.5	9	7	8	Four players
8	Player2	Player3	Pick #6	9.01	1.59	s14	23	10	10	19	Four players
8	Player3	Player2	Pick #7	8.76	1.52	s5	27	11	11	15	Four players
8	Player4	Player1	Pick #8	8.06	1.51	s23	35.5	16	15	14	Four players
8	Player1	Player1	Pick #1	13.58	0.76	s10	14	1	1	1	Four players
8	Player2	Player2	Pick #2	12.8	1.24	s23	14.5	2	3	8	Four players
8	Player3	Player3	Pick #3	11.74	1.56	s1	15	4	5	15	Four players
8	Player4	Player4	Pick #4	11.51	1.53	s6	19.5	8	7	14	Four players
8	Player1	Player4	Pick #5	10.13	1.39	s20	26	10	9	9	Four players
8	Player2	Player3	Pick #6	9.74	1.1	s8	35.5	15	13	6	Four players
8	Player3	Player2	Pick #7	8.69	1.61	s15	37.25	16	16	16	Four players
8	Player4	Player1	Pick #8	8.25	2.05	s13	37.5	18	18	22	Four players
8	Player1	Player1	Pick #1	12.91	0.68	s19	11.5	1	1	6	Four players
8	Player2	Player2	Pick #2	11.86	1.71	s1	12.5	2	3	12	Four players
8	Player3	Player3	Pick #3	12.61	0.51	s16	14.5	4	2	4	Four players
8	Player4	Player4	Pick #4	11.4	0.9	s13	18.5	5	5	8	Four players
8	Player1	Player4	Pick #5	9.82	2.09	s22	27.5	10	11	17	Four players
8	Player2	Player3	Pick #6	9.6	1.99	s11	32.5	14	14	16	Four players
8	Player3	Player2	Pick #7	9.11	2.31	s7	34	15	16	21	Four players
8	Player4	Player1	Pick #8	7.86	2.16	s3	40.5	18	19	20	Four players
8	Player1	Player1	Pick #1	12.71	2.22	s8	4.5	1	1	20	Four players
8	Player2	Player2	Pick #2	12.24	0.83	s17	14.5	2	2	4	Four players
8	Player3	Player3	Pick #3	11.37	0.87	s24	17	3	3	5	Four players
8	Player4	Player4	Pick #4	11.37	0.41	s20	18.5	4	3	2	Four players
8	Player1	Player4	Pick #5	9.94	1.2	s1	28.5	10	11	12	Four players
8	Player2	Player3	Pick #6	9.42	1.52	s14	33	13	14	15	Four players
8	Player3	Player2	Pick #7	8.22	2.39	s10	34	14	16	21	Four players
8	Player4	Player1	Pick #8	9.53	0.93	s4	34.5	15	12	6	Four players
8	Player1	Player1	Pick #1	12.09	1.65	s7	6	1	1	17	Four players
8	Player2	Player2	Pick #2	11.65	0.84	s5	16	3	3	5	Four players
8	Player3	Player3	Pick #3	10.44	1.47	s17	17	5	6	15	Four players
8	Player4	Player4	Pick #4	11.18	1	s1	17	6	4	7	Four players
8	Player1	Player4	Pick #5	9.83	1.45	s23	24	7	9	13	Four players
8	Player2	Player3	Pick #6	10.35	0.54	s10	27.25	9	8	2	Four players
8	Player3	Player2	Pick #7	9.13	1.29	s21	31.5	12	12	10	Four players
8	Player4	Player1	Pick #8	8.83	1.17	s3	34	14	13	9	Four players
8	Player1	Player1	Pick #1	13.14	2.19	s5	3	1	1	23	Four players
8	Player2	Player2	Pick #2	12.51	0.58	s24	12.5	2	2	8	Four players
8	Player3	Player3	Pick #3	11.51	0.57	s14	18	5	4	5	Four players
8	Player4	Player4	Pick #4	9.56	1.53	s7	20.75	7	9	19	Four players
8	Player1	Player4	Pick #5	9.13	1.27	s12	26	10	10	13	Four players
8	Player2	Player3	Pick #6	9.13	1.29	s20	27	11	11	15	Four players
8	Player3	Player2	Pick #7	8.56	1.53	s22	28.75	12	13	19	Four players
8	Player4	Player1	Pick #8	9.11	0.51	s18	34.5	15	12	4	Four players
8	Player1	Player1	Pick #1	14.33	1.51	s23	9	1	1	11	Four players
8	Player2	Player2	Pick #2	12.06	1.89	s15	13.5	4	5	20	Four players
8	Player3	Player3	Pick #3	12.55	0.66	s9	15	5	3	7	Four players
8	Player4	Player4	Pick #4	11.49	2.1	s13	16	6	7	21	Four players
8	Player1	Player4	Pick #5	11.41	1.25	s18	24	9	8	9	Four players
8	Player2	Player3	Pick #6	10.71	0.43	s6	31	12	10	3	Four players
8	Player3	Player2	Pick #7	10.57	0.63	s3	31.5	13	11	6	Four players
8	Player4	Player1	Pick #8	9.71	1.62	s11	35.5	14	15	14	Four players
8	Player1	Player1	Pick #1	12.76	2.04	s17	4.5	1	1	20	Four players
8	Player2	Player2	Pick #2	11.7	1.38	s11	11.5	2	2	10	Four players
8	Player3	Player3	Pick #3	11.5	1.07	s7	16	5	4	9	Four players
8	Player4	Player4	Pick #4	10.94	1.53	s9	16	6	5	13	Four players
